name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
"""Marcelo Delivers""","""""",Phoenix,AZ,85029,33.5973469,-112.1072528,4,5,Food Delivery Services;Personal Shopping;Shopping;Restaurants;Local Services;Event Planning & Services;Couriers & Delivery Services;Food;Hotels;Hotels & Travel
"""Senor Sushi""","""4324 W Indian School Rd""",Phoenix,AZ,85031,33.495912,-112.1528036,3.5,159,Restaurants;Japanese;Food;Beer;Wine & Spirits;Sushi Bars;Mexican;Ice Cream & Frozen Yogurt
"""Subway""","""4425 E McKellips Rd""",Mesa,AZ,85215,33.4494697,-111.7349063,2,11,Restaurants;Sandwiches;Fast Food
"""Noodles & Company""","""7541 W Bell Rd""",Peoria,AZ,85382,33.63777145,-112.2214751,3.5,6,Food;Restaurants;Pasta Shops;Specialty Food;Noodles
"""On The Grill""","""3923 E Thomas Rd""",Phoenix,AZ,85018,33.479889,-111.997771,4,4,Restaurants
"""Pei Wei""","""32607 N Scottsdale Rd, Ste 107""",Scottsdale,AZ,85262,33.78100521,-111.9240189,2.5,54,Chinese;Asian Fusion;Fast Food;Diners;Restaurants;Gluten-Free
"""Poncho's""","""7202 S Central Ave""",Phoenix,AZ,85042,33.3811211,-112.0736457,3.5,245,Bars;Nightlife;Cocktail Bars;Restaurants;Mexican
"""Bar en Gril""","""110 S Val Vista Dr""",Gilbert,AZ,85296,33.2856799,-111.7556796,4,8,American (Traditional);Restaurants
"""Tumi Fine Peruvian Cuisine""","""961 W Ray Rd""",Chandler,AZ,85225,33.3202262,-111.8584078,4,104,Restaurants;Peruvian
"""Las 15 Salsas""","""722 W Hatcher Rd""",Phoenix,AZ,85021,33.5716831,-112.083561,4.5,48,Ethnic Food;Breakfast & Brunch;Specialty Food;Food;Restaurants;Imported Food;Mexican
"""Oregano's Pizza Bistro""","""1960 W Germann Rd""",Chandler,AZ,85286,33.277737,-111.8753481,4,256,Italian;Restaurants;Pizza
"""Mary Coyle Ol' Fashion Ice Cream""","""5823 N 7th St""",Phoenix,AZ,85014,33.5225975,-112.064992,4,78,American (Traditional);Restaurants;Ice Cream & Frozen Yogurt;Food
"""Old Station Sub Shop""","""1301 W Jefferson St""",Phoenix,AZ,85007,33.4467764,-112.0894828,3.5,46,Restaurants;Wraps;Sandwiches
"""Wingstop""","""1641 W Bethany Home Rd""",Phoenix,AZ,85015,33.522567,-112.095142,3,38,Restaurants;Chicken Wings;Fast Food
"""Five Guys""","""7014-590 E Camelback Rd""",Scottsdale,AZ,85251,33.50406238,-111.9294306,3.5,88,Burgers;Fast Food;Restaurants
"""Blanco Tacos And Tequila""","""3400 E Sky Harbor Blvd, Terminal 4""",Phoenix,AZ,85034,33.43706842,-111.9991216,3.5,356,Mexican;Restaurants
"""Fired Pie""","""14740 N Northsight Blvd""",Scottsdale,AZ,85260,33.6194863,-111.8983914,4.5,170,Salad;Pizza;Fast Food;Restaurants
"""Rosati's Pizza""","""2737 W Thunderbird Rd, Ste 102""",Phoenix,AZ,85053,33.609811,-112.119194,2.5,80,Pizza;Italian;Restaurants
"""Ben Brothers Market""","""1645 E Van Buren St""",Phoenix,AZ,85006,33.4512355,-112.0457562,3,9,Food;Grocery;Restaurants;Chinese
"""Goodcents Deli Fresh Subs""","""4920 W Thunderbird Rd, Ste 102""",Glendale,AZ,85306,33.611237,-112.164799,4,45,Sandwiches;Delis;Restaurants
"""Papa Murphy's""","""1981 Pecos Rd""",Gilbert,AZ,85295,33.31071421,-111.7719693,3.5,6,Restaurants;Food;Pizza;Do-It-Yourself Food
"""The Ivy""","""1890 W Germann Rd, Ste 1""",Chandler,AZ,85286,33.2762744,-111.8750213,4,242,Bars;Greek;Wine Bars;Pizza;Nightlife;Mediterranean;Restaurants;Lounges
"""Little Caesars""","""3434 W Greenway Rd, Unit 128""",Phoenix,AZ,85053,33.6264315,-112.1324671,4,8,Pizza;Restaurants
"""Otto's Empire Diner""","""3502 W Greenway Rd""",Phoenix,AZ,85053,33.6259523,-112.1343378,3,103,Restaurants;Diners;Burgers;Sandwiches
"""ROQ""","""Intercontinental Montelucia Resort, 4949 E Lincoln Dr""",Paradise Valley,AZ,85253,33.5286773,-111.9726515,4,10,American (Traditional);American (New);Restaurants
"""Philly Steak & Wings""","""1450 W Southern Ave""",Mesa,AZ,85202,33.3931618,-111.8615213,4,93,Steakhouses;Chicken Wings;Sandwiches;Restaurants;Fast Food
"""McDonald's""","""47 N McQueen Rd""",Gilbert,AZ,85233,33.350846,-111.823666,2.5,18,Burgers;Fast Food;Restaurants
"""Salt Tacos y Tequila""","""6751 N Sunset Blvd, Ste E109""",Glendale,AZ,85305,33.5337789,-112.261797,3,193,American (New);Restaurants;Mexican
"""Pizza Hut""","""1919 W Chandler Blvd, Ste 104""",Chandler,AZ,85224,33.3055517,-111.8744206,3,7,Italian;Pizza;Restaurants;Fast Food;Chicken Wings
"""The Gelato Maker""","""10135 E Via Linda, Ste C-114""",Scottsdale,AZ,85258,33.5747251,-111.8619471,4.5,18,Food;Italian;Ice Cream & Frozen Yogurt;Restaurants
"""Caffe Boa Bistro""","""2837 N Power Rd, Ste 102""",Mesa,AZ,85215,33.468577,-111.703265,4,40,Restaurants;Italian
"""Extreme Pita""","""3141 S McClintock Drive""",Tempe,AZ,85282,33.3947699,-111.9088938,3,3,Restaurants
"""Cafe Greco""","""440 W Warner Rd, Ste 104""",Tempe,AZ,85284,33.3350535,-111.9445749,4.5,16,Greek;Mediterranean;Restaurants
"""McDonald's""","""4930 S Alma School Rd""",Chandler,AZ,85248,33.2345903,-111.8595518,2,13,Restaurants;Fast Food;Burgers
"""Wok Wei Asian Cuisine""","""15560 W Roosevelt St, Ste B104""",Goodyear,AZ,85338,33.45772934,-112.3938217,4,147,Cantonese;Asian Fusion;Restaurants;Chinese;Szechuan
"""Red Ribbon Bakeshop""","""5000 S Arizona Mills Cir""",Tempe,AZ,85282,33.383123,-111.964485,3,11,Filipino;Restaurants;Food;Bakeries
"""Wendys""","""1600 W Broadway Rd""",Tempe,AZ,85282,33.4079428,-111.9650195,3,5,Fast Food;Restaurants
"""Duke's Sports Bar and Grill""","""7607 E McDowell Rd""",Scottsdale,AZ,85257,33.4651928,-111.9165925,3,262,American (New);Restaurants;Bars;Sports Bars;Nightlife
"""Jobot Coffee & Diner""","""333 E Roosevelt St""",Phoenix,AZ,85004,33.45854876,-112.0694322,3.5,63,Sandwiches;Cafes;Restaurants;Creperies;Coffee & Tea;American (New);Food
"""Song Lynn""","""2755 N 91st Ave""",Phoenix,AZ,85037,33.4780159,-112.254559,4.5,223,Restaurants;Vietnamese;Vegetarian
"""Squid Ink""","""7318 E Shea Blvd, Ste 101""",Scottsdale,AZ,85260,33.5822287,-111.9232574,4,123,Nightlife;Bars;Japanese;Sushi Bars;American (New);Restaurants
"""Subway""","""1911 W Main St, Ste 1""",Mesa,AZ,85201,33.413324,-111.873436,3,6,Restaurants;Sandwiches;Fast Food
"""Hing Loon Chinese Ex""","""4935 W Glendale Ave""",Glendale,AZ,85301,33.5378837,-112.1660776,3.5,25,Restaurants;Chinese
"""El Encanto de la Fuente""","""11044 N Saguaro Blvd""",Fountain Hills,AZ,85268,33.5879254,-111.7090624,3.5,129,Mexican;Restaurants
"""Jack in the Box""","""9920 W Indian School Rd""",Phoenix,AZ,85037,33.49023262,-112.2556433,1.5,14,Restaurants;Fast Food
"""Thailicious""","""5865 W Ray Rd, Ste 6""",Chandler,AZ,85226,33.3186906,-111.9437771,4,191,Asian Fusion;Vegetarian;Thai;Restaurants
"""Arby's""","""11054 N Frank Lloyd Wright Blvd""",Scottsdale,AZ,85259,33.5864159,-111.835554,3,12,Sandwiches;Fast Food;Restaurants
"""Chico Malo""","""50 W Jefferson St, Ste 100""",Phoenix,AZ,85004,33.44789103,-112.0738993,4,192,Restaurants;Mexican;Tapas/Small Plates
"""Eli's American Grille""","""7000 E Shea Blvd""",Scottsdale,AZ,85254,33.583122,-111.9293283,3.5,71,Bars;Nightlife;Restaurants;Sports Bars;American (Traditional)
"""Freddy's Frozen Custard And Steakburgers""","""1818 E Elliot Rd""",Tempe,AZ,85284,33.3496561,-111.9101279,4,57,Fast Food;Restaurants;Burgers;Food;Ice Cream & Frozen Yogurt
"""Crust""","""6989 N Hayden Rd, Ste 9""",Scottsdale,AZ,85250,33.5381018,-111.9085143,4,293,Pizza;Caterers;Restaurants;Wine Bars;Bars;Nightlife;Event Planning & Services;Italian
"""Cheba Hut""","""960 W University Dr, Ste 108""",Tempe,AZ,85201,33.422728,-111.951494,3.5,357,Sandwiches;American (Traditional);Vegetarian;Salad;Restaurants
"""Havana Cafe""","""4225 E Camelback Rd""",Phoenix,AZ,85018,33.509198,-111.988715,3.5,183,Cuban;Caribbean;Restaurants
"""Genghis Grill""","""2000 E Rio Salado Pkwy, Ste 1151""",Tempe,AZ,85281,33.4324152,-111.9052063,3.5,323,Restaurants;Chinese;Vegan;Buffets;Mongolian;Vegetarian;Thai;Korean;Asian Fusion
"""Freshii""","""1290 S Normal Ave""",Tempe,AZ,85281,33.4177323,-111.9344185,2.5,14,Food;Specialty Food;Salad;Fast Food;Restaurants;Health Markets;Breakfast & Brunch;Mexican
"""McDonald's""","""5842 W Olive Ave""",Glendale,AZ,85302,33.5680539,-112.1853951,2,14,Burgers;Restaurants;Fast Food
"""Pho for Days""","""15703 N 83rd Ave""",Peoria,AZ,85382,33.62719668,-112.2368826,4,59,Food;Sandwiches;Vietnamese;Juice Bars & Smoothies;Restaurants;Soup
"""Starbucks""","""4637 E Shea Blvd""",Phoenix,AZ,85028,33.58223703,-111.9808215,3,12,Food;Restaurants;Cafeteria;Coffee & Tea
"""Burger King""","""9154 E Main St""",Mesa,AZ,85207,33.4157585,-111.6332546,1.5,9,Restaurants;Burgers
"""Queen's Bowl Chinese Food""","""6245 W Chandler Blvd""",Chandler,AZ,85226,33.3048389,-111.9490143,3.5,19,Chinese;Restaurants
"""Pecan Grove Restaurant and Pie Co.""","""4960 S Alma School Rd""",Chandler,AZ,85248,33.2344429,-111.8604326,2.5,54,Restaurants;Sandwiches;American (New);Burgers
"""Cafe Rio Mexican Grill""","""10120 W Mcdowell Rd""",Avondale,AZ,85392,33.46509871,-112.2776855,3,121,Restaurants;Mexican
"""Jack in the Box""","""520 N Estrella Pkwy""",Goodyear,AZ,85338,33.4524322,-112.3931524,2,13,Restaurants;Fast Food
"""Mimi's Cafe""","""8980 E Shea Blvd""",Scottsdale,AZ,85260,33.58282973,-111.8871027,3,123,Breakfast & Brunch;Restaurants;American (Traditional);French
"""Little Caesars Pizza""","""3730 W Happy Valley Rd, Ste 105""",Glendale,AZ,85310,33.7133441,-112.1398078,2.5,3,Pizza;Restaurants
"""Waffle House""","""820 N Dysart Rd""",Goodyear,AZ,85338,33.4552516,-112.3414822,3,68,Diners;Breakfast & Brunch;American (Traditional);Restaurants
"""Pizza Patron""","""354 N Country Club Dr""",Mesa,AZ,85201,33.4220234,-111.8402676,1.5,6,Pizza;Restaurants
"""Chambers on First""","""705 N 1st St""",Phoenix,AZ,85004,33.4558709,-112.0722832,4,66,Bars;Nightlife;Pubs;Restaurants;American (New)
"""Pepin""","""7363 E Scottsdale Mall""",Scottsdale,AZ,85251,33.492532,-111.923057,2.5,109,Spanish;Basque;Restaurants
"""My Gal Sal Bakery & Catering""","""15820 N 35th Ave""",Phoenix,AZ,85053,33.6294936,-112.1343102,5,42,Breakfast & Brunch;Bakeries;Event Planning & Services;Desserts;Party & Event Planning;Restaurants;Caterers;Sandwiches;Food
"""Ahi Mahi Fish Grill""","""2805 N Scottsdale Rd, Ste 103""",Scottsdale,AZ,85257,33.47918206,-111.9257499,4,71,Seafood;Restaurants
"""Smok'n Joe's Roadhouse""","""8040 E McDowell Rd""",Scottsdale,AZ,85257,33.4662409,-111.906979,2.5,3,American (New);Restaurants
"""Pirate's Fish & Chips""","""200 S Arizona Ave""",Chandler,AZ,85225,33.3004513,-111.8417522,2.5,49,Seafood;Restaurants
"""Shawarma Paradise""","""1045 E Lemon St, Ste A""",Tempe,AZ,85281,33.416119,-111.9222792,4,9,Middle Eastern;Burgers;Restaurants;Sandwiches;Mediterranean;Fast Food
"""Loving Hut Tempe""","""405 W University Dr, Ste 101""",Tempe,AZ,85281,33.4214795,-111.945394,4.5,124,American (Traditional);Vegetarian;Soup;Restaurants;Noodles;Asian Fusion;Vegan
"""Ono Hawaiian BBQ""","""15560 N Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.62764826,-111.8871669,3.5,80,Hawaiian;Restaurants;Barbeque
"""Burrito Express""","""985 W Elliot Rd, Ste 6""",Chandler,AZ,85225,33.3482628,-111.8584926,3.5,86,Restaurants;Tex-Mex;Mexican
"""Claim Jumper""","""7000 E Shea Blvd""",Scottsdale,AZ,85254,33.5826712,-111.929119,3.5,22,American (Traditional);Restaurants
"""Frank & Lupe's Restaurants""","""4909 E Chandler Blvd""",Phoenix,AZ,85048,33.3039011,-111.9784087,3,33,Restaurants;New Mexican Cuisine;Mexican
"""In-N-Out Burger""","""1342 S Alma School Rd""",Mesa,AZ,85210,33.3901046,-111.8577004,3.5,72,Burgers;Restaurants;American (Traditional);Fast Food
"""Taco Bell""","""352 E Brown Rd""",Mesa,AZ,85201,33.435658,-111.823623,3,10,Restaurants;Mexican;Tex-Mex;Fast Food
"""Pedritos Mexican Food""","""2753 E Broadway Rd""",Mesa,AZ,85204,33.4065892,-111.7715956,3.5,13,Restaurants;Mexican
"""Bluewater Grill""","""1720 E Camelback Rd""",Phoenix,AZ,85016,33.5101676,-112.0449114,4,511,Seafood Markets;American (Traditional);Seafood;Food;Sushi Bars;Event Planning & Services;Specialty Food;Restaurants;Venues & Event Spaces
"""Maximillians Coyote Cafe""","""4722 N 24th St""",Phoenix,AZ,85016,33.5061569,-112.0310506,3.5,3,Delis;Restaurants;Diners
"""Papa Murphy's""","""4025 E Chandler Blvd, Ste 72""",Phoenix,AZ,85048,33.3044612,-111.9945753,4.5,7,Pizza;Restaurants
"""Fuzzy's Taco Shop""","""414 S Mill Ave, Ste 115""",Tempe,AZ,85281,33.4259647,-111.9402513,3.5,316,Mexican;Restaurants;Tex-Mex;Breakfast & Brunch;Tacos
"""The Farmhouse Restaurant""","""228 N Gilbert Rd""",Gilbert,AZ,85234,33.3545961,-111.7899086,4,374,Restaurants;Breakfast & Brunch;Sandwiches;American (Traditional)
"""Chopstix""","""1229 S Power Rd, Ste 102""",Mesa,AZ,85206,33.393062,-111.6842135,4,9,Restaurants;Asian Fusion
"""Rumbi Island Grill""","""1902 S Val Vista Dr""",Mesa,AZ,85201,33.380569,-111.7545927,4,101,Caribbean;Hawaiian;Restaurants
"""International House of Pancakes""","""913 N Dobson Rd""",Mesa,AZ,85201,33.432875,-111.8708657,2,20,Food;Restaurants;Breakfast & Brunch;Bakeries
"""Sylvia's Modern Mexican Restaurant""","""5502 N 7th Ave""",Phoenix,AZ,85013,33.5167315,-112.0824552,2.5,200,Restaurants;Event Planning & Services;Caterers;Mexican
"""Panda Express""","""2491 S Market St""",Gilbert,AZ,85297,33.3050795,-111.7435312,2,31,Fast Food;Chinese;Restaurants
"""Heavenly Bakeshop and Catering""","""2095 N Dobson Rd, Ste 2""",Chandler,AZ,85224,33.3372501,-111.8753212,3.5,32,Bakeries;Food;Restaurants;Filipino
"""Fish Market Restaurant""","""1720 E Camelback Rd""",Phoenix,AZ,85016,33.5101676,-112.0449114,3,33,Sushi Bars;Seafood;Restaurants
"""Sunshine Moon Peking Pub""","""4175 N Goldwater Blvd""",Scottsdale,AZ,85251,33.4960515,-111.9302928,3.5,31,Restaurants;Chinese
"""La Calabria Ristorante""","""2540 S Val Vista Dr, Ste 107""",Gilbert,AZ,85295,33.30423229,-111.7573054,4,42,Food;Italian;Restaurants;Pasta Shops;Sandwiches;Specialty Food
"""Whiskey River BBQ & Brew""","""15332 W Bell  Rd, Ste 101""",Surprise,AZ,85374,33.639353,-112.390488,2.5,15,Barbeque;Restaurants
"""Tilted Kilt Pub & Eatery""","""16840 N 83rd Ave""",Peoria,AZ,85382,33.6368796,-112.23402,2.5,171,Restaurants;American (Traditional);Pubs;Bars;Sports Bars;Nightlife;Chicken Wings
"""Bola Thai""","""4341 E Baseline Rd, Ste 103""",Gilbert,AZ,85234,33.3777354,-111.7401783,3,4,Thai;Restaurants
"""Kafe 440""","""440 W Warner Rd, #104""",Tempe,AZ,85284,33.3350535,-111.9445749,3,4,Restaurants;Sandwiches;Breakfast & Brunch
"""Cristina's Restaurant""","""10665 W Indian School Rd, Ste C""",Avondale,AZ,85392,33.4923161,-112.2874139,4,45,Salvadoran;Mexican;Latin American;Restaurants
"""Church's Chicken""","""725 N Central Ave""",Avondale,AZ,85323,33.4427216,-112.3491276,2.5,5,Restaurants;Fast Food
"""Crazy Sushi & Crab""","""1310 S. Longmore""",Mesa,AZ,85202,33.39060173,-111.8643785,4,160,Sushi Bars;Restaurants;Japanese
"""Jimmy John's""","""4032 N Scottsdale Rd, Ste B""",Scottsdale,AZ,85251,33.494768,-111.9264039,2,60,Sandwiches;Restaurants
"""Fatburger""","""5040 Wild Horse Pass""",Chandler,AZ,85226,33.27771911,-111.9717103,2,21,Burgers;Sandwiches;Restaurants;American (Traditional);Fast Food
"""Nook Kitchen""","""15 E Monroe St""",Phoenix,AZ,85004,33.4500711,-112.0734554,4,182,Italian;Vegetarian;American (New);Pizza;Restaurants
"""Taco Bell""","""2450 E Indian School Rd""",Phoenix,AZ,85016,33.4951993,-112.0285867,3.5,15,Restaurants;Mexican;Fast Food;Tex-Mex
"""Carl's Jr.""","""8825 S Jewel St""",Tempe,AZ,85284,33.3359387,-111.9687741,2,13,Fast Food;Restaurants;Burgers
"""Blimpie""","""3890 W Happy Valley Rd, Ste 160""",Phoenix,AZ,85083,33.7139169,-112.1429492,1.5,8,Sandwiches;Restaurants;Delis;Fast Food
"""AZ88""","""7353 E Scottsdale Mall""",Scottsdale,AZ,85251,33.49275105,-111.9229253,4,625,Lounges;Chicken Wings;American (Traditional);Restaurants;Bars;Nightlife
"""Sonic Drive-In""","""1229 N Power Rd""",Mesa,AZ,85205,33.437944,-111.683737,2,15,American (New);Fast Food;Restaurants
"""Zella's Pizza & Cheesesteaks""","""4984 S Power Rd, Ste 103""",Gilbert,AZ,85212,33.32562471,-111.6877637,3.5,187,Cheesesteaks;Restaurants;Pizza;Burgers
"""Heirloom An American Restaurant""","""20775 N Pima Rd""",Scottsdale,AZ,85255,33.6721301,-111.8905084,3.5,14,American (New);Restaurants
"""Meatballz""","""21001 N Tatum Blvd 36-1170""",Phoenix,AZ,85054,33.6759492,-111.9746167,2.5,6,Italian;Restaurants
"""Miracle Mile Deli""","""7700 West Arrowhead Towne Center""",Glendale,AZ,85308,33.6397913,-112.2245556,3,6,Delis;Restaurants
"""Kim's Chinese Kitchen""","""3015 E Thomas Rd, Ste 7""",Phoenix,AZ,85016,33.4797994,-112.0166115,4,31,Restaurants;Food Delivery Services;Food;Dim Sum;Chinese
"""Taberna del Tequila""","""Sky Harbor International Airport""",Phoenix,AZ,85034,33.4382789,-112.0178286,2,53,Restaurants;American (Traditional);Mexican;Bars;Nightlife
"""Uno Chicago Grill""","""1633 S Stapley Dr""",Mesa,AZ,85204,33.38449,-111.80411,3.5,3,Pizza;Restaurants
"""Cafe Martha""","""7117 E 3rd Ave""",Scottsdale,AZ,85251,33.495978,-111.927635,3.5,13,Restaurants;Cafes;Sandwiches
"""My Big Fat Greek Restaurant""","""6447 E Southern Ave""",Mesa,AZ,85206,33.3934441,-111.6927543,3,62,Greek;Restaurants;Mediterranean
"""Pita Bistro""","""3110 N Central Ave""",Phoenix,AZ,85012,33.4834128,-112.0753722,4,36,Salad;Mediterranean;Middle Eastern;Gluten-Free;Food;Restaurants;Juice Bars & Smoothies
"""Triple 2's Tavern""","""1686 N  Higley Rd, Ste 101""",Gilbert,AZ,85234,33.381267,-111.723478,4,26,Karaoke;American (New);Nightlife;Burgers;American (Traditional);Chicken Wings;Restaurants;Bars;Sports Bars
"""R.T. O'Sullivan's""","""6646 E Superstition Springs Blvd""",Mesa,AZ,85206,33.3848688,-111.6880531,3,77,Pubs;Bars;Nightlife;Sports Bars;Restaurants;Irish
"""Spicy Pickle""","""3235 W Ray Rd, Ste 1""",Chandler,AZ,85226,33.31977066,-111.8954945,3.5,33,Sandwiches;Pizza;Restaurants
"""Half Moon Sports Grill""","""325 W Elliot Rd, Ste 104""",Tempe,AZ,85284,33.3490842,-111.9449183,3.5,3,Amusement Parks;American (Traditional);Restaurants;Active Life
"""Jimmy John's""","""680 S Mill Ave""",Tempe,AZ,85281,33.423975,-111.940351,3.5,122,Delis;Food Delivery Services;Sandwiches;Food;Restaurants
"""Grand Avenue Pizza Company""","""1031 Grand Ave""",Phoenix,AZ,85007,33.4549602,-112.0871161,3.5,139,Pizza;Restaurants
"""Andrews BBQ""","""2110 W Southern Ave""",Mesa,AZ,85202,33.3930855,-111.8767174,3.5,6,Chicken Wings;Restaurants;Barbeque
"""Buca di Beppo""","""3828 N Scottsdale Rd""",Scottsdale,AZ,85251,33.49251989,-111.9264814,3,201,Italian;Food;Pizza;Caterers;Restaurants;Event Planning & Services
"""Arizona Room Patio Grill""","""524 N 92nd St""",Scottsdale,AZ,85256,33.4543305,-111.8856396,2.5,12,Pubs;Nightlife;Bars;Restaurants;Mexican;Tex-Mex
"""Cave & Ives""","""4247 E Indian School Rd""",Phoenix,AZ,85018,33.494594,-111.9893448,4,49,Pizza;Restaurants;Mediterranean;Italian
"""Bitters""","""1455 N Scottsdale Rd, Ste 115""",Scottsdale,AZ,85257,33.4648879,-111.9261343,4,36,Gastropubs;Restaurants;Tapas/Small Plates;Cocktail Bars;Nightlife;Bars;Beer Bar
"""The Breakfast Joynt""","""10101 East Bell Rd, Ste 107""",Scottsdale,AZ,85260,33.6395258,-111.8647634,4,36,Restaurants;Event Planning & Services;Breakfast & Brunch;Caterers
"""Habanero's""","""10392 N Scottsdale Rd, Ste 103""",Scottsdale,AZ,85254,33.580915,-111.92685,4,187,Restaurants;Mexican
"""Mi Amigo's Mexican Grill""","""455 N 3rd St""",Phoenix,AZ,85004,33.4521542,-112.0686202,3,177,Mexican;Restaurants
"""Hooters""","""8909 E Indian Bend Rd""",Scottsdale,AZ,85250,33.5381393,-111.8894391,2.5,83,Restaurants;Bars;Sports Bars;Chicken Wings;American (Traditional);Nightlife
"""Ragin Cajun Sports Bar""","""8040 E McDowell Rd""",Scottsdale,AZ,85257,33.4662409,-111.906979,4,16,Nightlife;Cajun/Creole;Restaurants;Sports Bars;Bars
"""Urban Beans Cafe & Bar""","""3508 N 7th St, Ste 100""",Phoenix,AZ,85014,33.48855903,-112.0653334,4,417,Nightlife;Breakfast & Brunch;Coffee & Tea;Sandwiches;Cafes;Bars;Vegetarian;Restaurants;Bakeries;Food
"""Gilbert Food Court""","""344 N Gilbert Rd""",Gilbert,AZ,85234,33.356729,-111.790112,4,14,Restaurants;Food;Food Trucks
"""Caminero Mexican Restaurant""","""8248 W Deer Valley Rd""",Peoria,AZ,85382,33.6832944,-112.2370545,4,101,Restaurants;Mexican
"""Rubio's Coastal Grill""","""540 W McDowell Rd""",Phoenix,AZ,85003,33.4660369,-112.0820064,4.5,26,Salad;Restaurants;Seafood;Mexican
"""The Oink Cafe""","""1701 E Warner Rd""",Tempe,AZ,85284,33.3341827,-111.9134812,3.5,194,Breakfast & Brunch;Restaurants;Burgers;American (Traditional)
"""Filiberto's Mexican Food""","""13972 N. 83rd Ave""",Peoria,AZ,85345,33.6115633,-112.238082,3.5,63,Salad;Mexican;Restaurants;Breakfast & Brunch
"""Church's Chicken""","""7410 W Cactus Rd""",Peoria,AZ,85381,33.5959144,-112.2181054,2,13,Restaurants;Fast Food
"""Subway""","""4617 E Bell Rd""",Phoenix,AZ,85032,33.6385969,-111.9815048,1.5,3,Sandwiches;Fast Food;Restaurants
"""Jack-In-the Box Drive Thru""","""4305 W Bethany Home Rd""",Glendale,AZ,85301,33.5235106,-112.1520234,2,4,American (New);Restaurants
"""Lemon Street Tacos""","""909 E Lemon St""",Tempe,AZ,85281,33.4165712,-111.9255048,4.5,9,Bars;Lounges;Tacos;Mexican;Nightlife;Restaurants
"""Subway""","""11339 E Via Linda""",Scottsdale,AZ,85259,33.58770423,-111.8366558,3,9,Sandwiches;Fast Food;Restaurants
"""Caf̩ Oso""","""3310 N 10th Ave""",Phoenix,AZ,85013,33.4864842,-112.0866664,4.5,3,Specialty Schools;Cooking Schools;Education;Latin American;Restaurants;Cafes;American (New)
"""Gyro House 32""","""12308 N 32nd St""",Phoenix,AZ,85032,33.5983785,-112.0136419,5,5,Middle Eastern;Restaurants;Vegetarian;Mediterranean;Salad
"""SoSoBa""","""214 W Roosevelt St""",Phoenix,AZ,85003,33.45874566,-112.0772054,3.5,125,Restaurants;Ramen;Bars;Food;Nightlife;Cocktail Bars;Japanese
"""Asian Seafood Buffet""","""668 N 44th St, Ste 101""",Phoenix,AZ,85008,33.4552907,-111.9878697,2.5,7,Chinese;Restaurants;Seafood
"""La Tiendita Colombian Restaurant""","""456 W Main St""",Mesa,AZ,85201,33.4154777,-111.8425801,4.5,105,Restaurants;Ethnic Food;Colombian;Local Services;Couriers & Delivery Services;Specialty Food;Food;Latin American;Cafes
"""Applebee's Neighborhood Grill & Bar""","""2501 W Happy Valley Rd""",Phoenix,AZ,85085,33.71210576,-112.1113292,2.5,82,Bars;Steakhouses;American (Traditional);Sports Bars;Restaurants;Nightlife;Burgers
"""Samurai Sam's""","""3039 W Peoria Ave, Ste 103""",Phoenix,AZ,85029,33.5814114,-112.1251663,3,32,Japanese;Restaurants
"""Straight A Cafe""","""5855 E Still Cir""",Mesa,AZ,85206,33.381632,-111.7034723,3.5,3,Restaurants;American (Traditional)
"""Jack in the Box""","""2846 E Main St""",Mesa,AZ,85213,33.4158876,-111.7685125,2,4,Fast Food;Restaurants
"""Subway""","""1130 W University Dr""",Mesa,AZ,85201,33.4227977,-111.8553866,2,6,Fast Food;Sandwiches;Restaurants
"""Chez Monieux""","""5004 S Price Rd""",Tempe,AZ,85282,33.379567,-111.893419,3.5,20,Restaurants;Cajun/Creole
"""Kreative Kupcakes""","""9402 W Westgate Blvd, Ste 9402""",Glendale,AZ,85305,33.53444593,-112.2616071,4,8,Restaurants;Bakeries;Cupcakes;Food
"""Tavern+Bowl Westgate""","""6770 N Sunrise Blvd, Ste G-100""",Glendale,AZ,85305,33.5329299,-112.2606911,4,77,Sports Bars;Bars;American (Traditional);Active Life;Nightlife;Bowling;Restaurants
"""Subway""","""3111 W Chandler Blvd""",Chandler,AZ,85226,33.3016651,-111.8980181,3.5,3,Restaurants;Sandwiches;Fast Food
"""Subway""","""425 N Stapley Dr, Ste 104""",Mesa,AZ,85203,33.4229592,-111.803674,3,5,Restaurants;Fast Food;Sandwiches
"""New Asian Star""","""2755 S 99th Ave, Ste 102""",Tolleson,AZ,85353,33.422052,-112.2721461,4,162,Restaurants;Chinese
"""Black Bear Diner""","""1809 EBaseline Rd""",Gilbert,AZ,85233,33.37847176,-111.7912952,4,330,American (New);Breakfast & Brunch;Restaurants;Diners;American (Traditional)
"""Biryani and Bites""","""15224 N 59th Ave""",Glendale,AZ,85306,33.6240442,-112.1861347,4,40,Vegetarian;Halal;Restaurants;Indian
"""Wok Inter Cuisine""","""4959 W Ray Rd, Ste 38""",Chandler,AZ,85226,33.3181866,-111.9275715,4,80,Asian Fusion;Noodles;Halal;Pan Asian;Chinese;Restaurants
"""Mountain View Thai Cafe""","""12645 N Saguaro Blvd, Ste 17""",Fountain Hills,AZ,85268,33.6014949,-111.7154974,3.5,74,Cafes;Restaurants;Coffee & Tea;Food;Thai
