name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,category
McDonald's,223 N 7th Ave,Phoenix,AZ,85007,33.451101,-112.082017,2.5,26,burgers;restaurants;fast food,American
Sanfratello's Pizza,857 E Warner Rd,Gilbert,AZ,85296,33.3351717,-111.7715963,3.5,97,pizza;food;restaurants;italian;food delivery services,Italian
Applebee's Neighborhood Grill & Bar,3843 S Gilbert Road,Gilbert,AZ,85296,33.2802238,-111.788625,2.5,11,american (traditional);restaurants,American
The Human Bean Tempe,1765 E University Dr,Tempe,AZ,85281,33.42182176,-111.9107478,5.0,16,breakfast & brunch;food;restaurants;coffee & tea,American
Subway,"1152 N Power Rd, Ste 101",Mesa,AZ,85205,33.43635956,-111.6849865,2.0,4,sandwiches;restaurants;fast food;salad,American
3rd Avenue Grill,7325 E 3rd Ave,Scottsdale,AZ,85251,33.4964827,-111.9248508,3.5,3,bars;restaurants;american (traditional);nightlife;lounges;breakfast & brunch,American
Lin's Seafood Buffet,"4961 W Bell Rd, Ste 3",Glendale,AZ,85308,33.63775274,-112.168005,2.0,42,restaurants;buffets,American
Iruna,7217 E 1st St,Scottsdale,AZ,85251,33.4920804,-111.9255527,3.5,88,tapas/small plates;restaurants;spanish,Spanish
Panda Express,1714 E Guadalupe Rd,Tempe,AZ,85283,33.3642955,-111.9124434,2.5,26,fast food;restaurants;chinese,Chinese
Subway,8345 W Glendale Ave,Glendale,AZ,85305,33.5370383,-112.2393652,1.0,9,restaurants;sandwiches;fast food,American
MOD Pizza,830 W Warner Rd,Gilbert,AZ,85233,33.3359887,-111.8076198,4.0,46,restaurants;fast food;pizza,Italian
Cucina Tagliani,1733 N Dysart Rd,Avondale,AZ,85392,33.46722,-112.340311,3.0,3,restaurants;italian,Italian
Barrio Avion,3400 E Sky Harbor Blvd,Phoenix,AZ,85034,33.43493735,-112.0136194,2.5,72,restaurants;mexican,Mexican
Villa Pizza,3111 W Chandler Blvd,Chandler,AZ,85226,33.3014704,-111.8984059,1.5,8,pizza;italian;restaurants,Italian
Paradise Bakery & Cafe,"2502 E Camelback Rd, Ste 119",Phoenix,AZ,85016,33.51027002,-112.0289366,3.0,75,sandwiches;restaurants;food;bakeries;juice bars & smoothies,American
Burger King,350 N 67th Ave,Phoenix,AZ,85043,33.4518995,-112.2039016,1.5,10,burgers;restaurants;hot dogs,American
Buffalo Wild Wings,7401 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,33.63681872,-111.9210581,2.5,192,chicken wings;sports bars;bars;nightlife;american (new);american (traditional);restaurants,American
Tous Les Jours Bakery Cafe,1133 S Dobson Rd,Mesa,AZ,85202,33.39427886,-111.8730742,4.5,17,restaurants;bakeries;cafes;desserts;food,American
Donovan's Steak & Chop House,3101 E Camelback Rd,Phoenix,AZ,85016,33.5094711,-112.0155177,4.0,310,nightlife;seafood;steakhouses;restaurants;bars,American
Hong Kong Kitchen,"510 E Baseline Rd, Ste D3",Phoenix,AZ,85042,33.37854931,-112.0666978,4.0,73,restaurants;chinese;szechuan;cantonese,Chinese
Ahipoki Bowl,1015 S Rural Rd,Tempe,AZ,85281,33.4174665,-111.925889,4.0,97,poke;hawaiian;food;sushi bars;restaurants;seafood,Hawaiian
71 American Grille,"28615 N El Mirage Rd, Ste 102",Peoria,AZ,85383,33.742292,-112.322162,3.0,22,restaurants;desserts;breakfast & brunch;food;american (traditional),American
Taqueria El Cometa,3515 W Northern Ave,Phoenix,AZ,85051,33.5519812,-112.1348276,4.0,6,mexican;diners;breakfast & brunch;restaurants,Mexican
Big Daddy's BBQ,8608 E Shea Blvd,Scottsdale,AZ,85260,33.5822686,-111.8923422,3.0,42,barbeque;restaurants,American
Ruchi Vegetarian South Indian Cuisine,"2051 W Warner Rd, Ste 7",Chandler,AZ,85224,33.334688,-111.877793,4.5,184,restaurants;vegetarian;vegan;indian,Indian
Thai Kitchen,10720 E Southern Ave,Mesa,AZ,85209,33.3947882,-111.5997393,4.0,108,thai;restaurants,Thai
Taco Bell,9251 W Union Hills Dr,Peoria,AZ,85382,33.65249,-112.2583,1.0,13,mexican;tex-mex;fast food;restaurants,Mexican
Taco Bell,2028 North Power Road,Mesa,AZ,85215,33.452196,-111.684205,2.5,12,fast food;tex-mex;mexican;restaurants,Mexican
Lakeside Bar & Grill,9980 W Happy Valley Rd,Peoria,AZ,85383,33.7139576,-112.2749132,3.5,193,american (new);burgers;restaurants;italian,American
Native Grill & Wings,5020 W Baseline Rd,Phoenix,AZ,85339,33.378921,-112.166459,2.5,79,chicken wings;bars;sports bars;nightlife;american (new);restaurants,American
Bonjour Vietnam,202 N Central Ave,Phoenix,AZ,85004,33.4505535,-112.0741097,3.5,63,vietnamese;french;restaurants;asian fusion,Vietnamese
Classic Grille,1445 W Southern Ave,Mesa,AZ,85202,33.3892,-111.86058,2.5,5,restaurants;american (traditional);salad,American
Kong  Fu Gyoza,66 S Dobson Rd,Mesa,AZ,85202,33.413158,-111.875779,4.0,19,chinese;szechuan;restaurants;food,Chinese
McDonald's,857 N Dobson Rd,Mesa,AZ,85201,33.43243982,-111.8653601,2.0,19,restaurants;burgers;fast food,American
Singing Pandas Asian Restaurant & Bar,757 E Chandler Blvd,Chandler,AZ,85225,33.305778,-111.8287607,4.5,316,chinese;bars;asian fusion;restaurants;nightlife,Chinese
Sonic Drive-In,689 N Arizona Ave,Gilbert,AZ,85233,33.362235,-111.841068,2.5,17,restaurants;fast food;american (traditional),American
Milk + Honey JCC,12701 N Scottsdale Rd,Scottsdale,AZ,85254,33.6029293,-111.924842,5.0,11,restaurants;cafes;kosher;modern european;juice bars & smoothies;middle eastern;breakfast & brunch;pizza;food;coffee & tea;salad;italian,Italian
Big Jimmy's,1330 E Apache Blvd,Tempe,AZ,85281,33.4153704,-111.9156753,3.5,107,restaurants;pizza,Italian
Sai Wan Bistro,6638 E Superstition Springs Blvd,Mesa,AZ,85206,33.385161,-111.6872749,3.5,11,specialty food;ethnic food;restaurants;chinese;food,Chinese
Blue Adobe Grille,144 N Country Club Dr,Mesa,AZ,85201,33.418372,-111.840357,4.0,515,restaurants;bars;nightlife;mexican,Mexican
Yen Sushi & Sake Bar,17037 N 43rd Ave,Phoenix,AZ,85308,33.640832,-112.151282,4.0,436,restaurants;sushi bars,Japanese
Frank & Lupe's Old Mexico,4121 N Marshall Way,Scottsdale,AZ,85251,33.4952593,-111.9288053,3.5,470,mexican;restaurants,Mexican
LA Crab Shack,"1948 W Broadway Rd, Ste 101",Mesa,AZ,85202,33.408094,-111.8735183,4.0,47,restaurants;seafood;cajun/creole,American
Duck & Decanter,1 N Central Ave,Phoenix,AZ,85004,33.44837568,-112.0727069,4.0,57,food;beer bar;restaurants;delis;nightlife;sandwiches;bars;coffee & tea,American
Peter Piper Pizza,"4105 N 51st Ave, Ste 111",Phoenix,AZ,85031,33.4959772,-112.1672551,2.0,8,chicken wings;buffets;pizza;restaurants,Italian
Jack In the Box,1145 W University Dr,Mesa,AZ,85201,33.4219022,-111.8555547,1.0,4,restaurants;fast food,American
Sushi Station,"20910 N Tatum Blvd, Ste 150",Phoenix,AZ,85050,33.675232,-111.9797029,4.0,340,japanese;sushi bars;restaurants,Japanese
Pappadeaux Seafood Kitchen,11051 N Black Canyon Hwy,Phoenix,AZ,85029,33.5876541,-112.1157964,4.0,1165,restaurants;cajun/creole;seafood,American
Elmer's Tacos,355 N Arizona Ave,Chandler,AZ,85225,33.3089552,-111.8411036,4.0,301,restaurants;mexican,Mexican
Blimpie,"9120 E Talking Stick Way, Ste E5-6",Scottsdale,AZ,85250,33.5385429,-111.8802253,4.5,19,sandwiches;fast food;restaurants,American
Papa John's Pizza,"7001 N Scottsdale Rd, Ste 162",Scottsdale,AZ,85250,33.5391861,-111.9206493,2.5,5,restaurants;pizza,Italian
RT O'Sullivan's,5830 W Bell Rd,Glendale,AZ,85308,33.6390308,-112.1850369,3.5,35,restaurants;sports bars;bars;irish;nightlife,American
Los Sombreros,14795 N Northsight Blvd,Scottsdale,AZ,85260,33.6198902,-111.897314,3.0,75,restaurants;mexican,Mexican
Kyoto Scottsdale,7170 E Stetson Dr,Scottsdale,AZ,85251,33.500223,-111.9268576,3.5,220,bars;restaurants;cocktail bars;nightlife;teppanyaki;breakfast & brunch;sushi bars;japanese,Japanese
Chipotle Mexican Grill,"3039 W Peoria Ave, Ste C-105",Phoenix,AZ,85029,33.5814114,-112.1251663,3.0,82,fast food;restaurants;mexican;tex-mex,Mexican
Lisa G Cafe and Wine Bar,2337 N 7th St,Phoenix,AZ,85006,33.4746018,-112.0646325,4.0,56,american (new);restaurants,American
Chipotle Mexican Grill,2415 E Baseline Rd,Phoenix,AZ,85042,33.3773179,-112.0298729,3.5,49,tex-mex;fast food;mexican;restaurants,Mexican
American Way Market,1509 N Arizona Ave,Chandler,AZ,85225,33.3308282,-111.8410014,4.5,86,american (new);food;breakfast & brunch;restaurants;cafes;sandwiches;american (traditional);barbeque;bakeries,American
Streets of New York,9301 E Shea Blvd,Scottsdale,AZ,85260,33.58194905,-111.8814672,3.0,71,italian;sandwiches;pizza;restaurants,Italian
Oasis Cafe,4441 N Buckboard Trl,Scottsdale,AZ,85251,33.5017425,-111.9233567,3.5,45,mediterranean;middle eastern;lebanese;restaurants;nightlife;hookah bars;bars,Mediterranean
de la Cruz Bistro,10 W Main St,Mesa,AZ,85209,33.4152355,-111.8319331,3.0,71,restaurants;american (new),American
Greenway Grill & Deli,"7900 E Greenway Rd, Ste 112",Scottsdale,AZ,85260,33.62585456,-111.910675,2.5,10,restaurants;sandwiches;delis,American
Domino's Pizza,340 W University Dr,Mesa,AZ,85201,33.4228425,-111.8393594,2.5,10,chicken wings;pizza;food;sandwiches;food delivery services;restaurants;italian,Italian
Dos Mas Arizona Mexican Grill,"8110 W Union Hills Dr, Ste 350",Glendale,AZ,85308,33.65348858,-112.2337077,2.0,15,mexican;sports bars;bars;restaurants;nightlife,Mexican
Los Olivos Norte,15544 N Pima Rd,Scottsdale,AZ,85260,33.6271613,-111.8914566,3.0,105,restaurants;mexican,Mexican
Slices,2000 E Rio Salado Pkwy,Tempe,AZ,85281,33.4329265,-111.9055755,3.5,54,american (new);fast food;restaurants;pizza,American
Charlie D's Catfish & Grill,"Fiesta Mall, 1445 W Southern Ave",Mesa,AZ,85210,33.3892,-111.86058,2.0,6,restaurants;fish & chips;seafood;fast food,American
Big City Burrito,"681 E Apache Blvd, Ste 107",Tempe,AZ,85281,33.4146786,-111.9293525,5.0,4,restaurants;mexican;street vendors;food,Mexican
Mastro's Ocean Club,15045 N Kierland Blvd,Scottsdale,AZ,85254,33.6240763,-111.930562,4.0,569,bars;steakhouses;seafood;lounges;american (traditional);nightlife;restaurants,American
Eastwind Sushi & Grill,"18555 N 59th Ave, Ste 124",Glendale,AZ,85308,33.65270804,-112.1853016,4.0,86,sushi bars;japanese;asian fusion;restaurants,Japanese
Ingo's Tasty Food,4502 N 40th St,Phoenix,AZ,85018,33.502758,-111.99565,4.5,406,food stands;burgers;american (new);beer;wine & spirits;restaurants;delis;food,American
Red Wok Express,7509 W Encanto Blvd,Phoenix,AZ,85035,33.471981,-112.22132,3.5,32,chinese;restaurants;fast food,Chinese
Chen's Noodle House,1043 E Lemon St,Tempe,AZ,85281,33.4166635,-111.9223193,4.5,5,noodles;chinese;restaurants;dim sum,Chinese
Papa John's Pizza,18413 N Cave Creek Rd,Phoenix,AZ,85032,33.6541985,-112.0294133,2.5,18,pizza;restaurants,Italian
Gyro Point,"8520 W Peoria Ave, Ste 116",Peoria,AZ,85345,33.5812764,-112.2426835,4.5,14,mediterranean;restaurants;greek,Mediterranean
Domino's Pizza,"5821 N 67th Ave, Ste 110",Glendale,AZ,85301,33.5227793,-112.2025633,2.5,5,pizza;sandwiches;restaurants;chicken wings,Italian
MWC Bistro,"1422 W Warner Rd, Ste A-100",Gilbert,AZ,85233,33.3359143,-111.8212783,4.0,35,tapas/small plates;american (traditional);lounges;nightlife;american (new);gluten-free;restaurants;wine bars;bars;tapas bars,American
Del Taco,1850 W Union Hills Dr,Phoenix,AZ,85027,33.6554863,-112.0990368,2.0,4,mexican;fast food;restaurants,Mexican
Flo's,"16495 N Scottsdale Rd, Ste 5B",Scottsdale,AZ,85254,33.63620901,-111.9215237,3.5,285,asian fusion;thai;restaurants;chinese,Chinese
The Coffee Buzz,4804 E Chandler Blvd,Phoenix,AZ,85073,33.3055166,-111.9798699,4.0,11,bagels;restaurants;sandwiches;food;coffee & tea,American
VB Lounge,81 W Boston St,Chandler,AZ,85225,33.3020089,-111.8424046,4.0,101,lounges;cocktail bars;nightlife;salad;american (new);bars;restaurants,American
Gyros Plus,15090 N Northsight Blvd,Scottsdale,AZ,85260,33.6236678,-111.8969834,4.0,133,sandwiches;greek;restaurants;mediterranean,Mediterranean
Which Wich,"7635 W Bell Rd, Ste 102",Peoria,AZ,85382,33.63744614,-112.2227979,3.5,57,fast food;restaurants;american (new);sandwiches,American
Subway,950 S Mill Ave,Tempe,AZ,85281,33.4193041,-111.9402301,2.5,15,sandwiches;restaurants;fast food,American
Macayo's Depot Cantina,300 S Ash Ave,Tempe,AZ,85281,33.42776955,-111.9431751,3.0,290,restaurants;mexican,Mexican
Cherry Tree Smokehouse BBQ,1923 E McDowell Rd,Phoenix,AZ,85006,33.4655511,-112.040087,4.0,53,food;restaurants;barbeque,American
El Hefe,4425 N Saddlebag Trl,Scottsdale,AZ,85251,33.5014121,-111.9219982,3.0,339,restaurants;mexican;sports bars;bars;nightlife;dance clubs,Mexican
Bar Louie,6770 N Sunrise Blvd,Glendale,AZ,85305,33.5335774,-112.2610591,3.0,147,cocktail bars;bars;american (new);restaurants;nightlife,American
Marco's Pizza,"446 N Higley Rd, Ste 105",Mesa,AZ,85205,33.42409632,-111.7196646,4.0,15,chicken wings;pizza;sandwiches;restaurants,Italian
Jimmy John's,"18589 N 59th Ave, Ste 106",Glendale,AZ,85308,33.6536976,-112.1847543,5.0,3,sandwiches;restaurants,American
Pizza Hut,"5233 S Central Ave, Ste 9",Phoenix,AZ,85040,33.3986064,-112.0725275,2.0,23,fast food;restaurants;chicken wings;italian;pizza,Italian
Village Inn,17030 N Scottsdale Rd,Scottsdale,AZ,85255,33.6403737,-111.9258876,3.0,17,american (new);breakfast & brunch;restaurants,American
Laura's Place,16758 E Glenbrook Blvd,Fountain Hills,AZ,85268,33.6250501,-111.7180449,4.0,20,american (new);nightlife;bars;restaurants,American
Dairy Queen,629 E Main St,Mesa,AZ,85203,33.4148742,-111.8176299,3.0,10,restaurants;food;ice cream & frozen yogurt;fast food,American
Carniceria El Mexicano,12420 W Thunderbird Rd,El Mirage,AZ,85335,33.6098287,-112.3270672,4.5,5,restaurants;mexican,Mexican
Carl's Jr,15144 N Northsight Blvd,Scottsdale,AZ,85260,33.6238144,-111.8961029,2.5,13,burgers;restaurants;fast food,American
Thao Sandwiches,6025 N 27th Ave,Phoenix,AZ,85017,33.52566274,-112.1162271,3.0,34,sandwiches;restaurants,American
Cave Creek Coffee Company,6033 E Cave Creek Rd,Cave Creek,AZ,85327,33.8332781,-111.9513452,4.0,54,local flavor;restaurants;coffee & tea;food;american (new),American
OHSO Brewery - Paradise Valley,"10810 N Tatum Blvd, Ste 126",Phoenix,AZ,85028,33.58406254,-111.9797598,4.0,455,american (new);restaurants;breweries;breakfast & brunch;gluten-free;bars;food;nightlife;burgers,American
Manhattan Pizza,"9870 W Lower Buckeye Rd, Ste 190",Tolleson,AZ,85353,33.4243346,-112.2718976,3.5,63,italian;pizza;restaurants,Italian
Perfect Pear Bistro,603 West University Dr,Tempe,AZ,85281,33.4216106,-111.9475676,4.5,124,american (new);restaurants;gluten-free;salad;sandwiches,American
Trailer Park Restaurant,1001 E. 8th St.,Tempe,AZ,85281,33.4199328,-111.9232096,3.0,27,nightlife;bars;restaurants;mexican;dive bars,Mexican
DaYung's Tea,3126 S Mill Ave,Tempe,AZ,85282,33.39481825,-111.940576,5.0,81,restaurants;bubble tea;taiwanese;food;coffee & tea;juice bars & smoothies,American
Diego Pops,4338 N Scottsdale Rd,Scottsdale,AZ,85251,33.4993863,-111.9265696,4.0,750,american (new);restaurants;mexican,American
Panera Bread,7014 E Camelback Rd,Scottsdale,AZ,85251,33.50278285,-111.9293627,2.0,5,restaurants;salad;sandwiches;soup,American
El Alboroto Mariscos & Chavelas,8427 W Peoria Ave,Peoria,AZ,85345,33.58108704,-112.2404638,3.5,31,mexican;bars;nightlife;restaurants;seafood;dive bars,Mexican
Jimmy John's,"10701 N Scottsdale Rd, Ste 103",Scottsdale,AZ,85255,33.58363363,-111.9246667,2.5,14,restaurants;sandwiches,American
Welcome Diner,924 E Roosevelt St,Phoenix,AZ,85006,33.4588421,-112.0609975,4.5,761,diners;restaurants;soul food;american (traditional);nightlife;bars;burgers,American
Spinato's Pizzeria,1614 E Bell Rd,Phoenix,AZ,85022,33.640845,-112.0476105,4.5,401,gluten-free;restaurants;pizza;italian,Italian
Cafe Zupas,2510 W Happy Valley Rd,Phoenix,AZ,85085,33.7150963,-112.1136988,3.0,116,salad;american (new);soup;sandwiches;restaurants,American
Abbey Gardens,"1837 W Guadalupe Rd, Ste 107",Mesa,AZ,85202,33.3636242,-111.8736054,3.0,4,american (new);restaurants,American
Firehouse Subs,"10720 E Southern Ave, Ste 112-D",Mesa,AZ,85209,33.3948766,-111.6001938,3.5,41,sandwiches;fast food;delis;restaurants,American
Enzo's Gelato & Coffee Bar,5055 W Ray Rd,Chandler,AZ,85226,33.3197988,-111.929773,4.5,36,ice cream & frozen yogurt;italian;food;restaurants;coffee & tea,Italian
La Salsita,4011 N 32nd St,Phoenix,AZ,85018,33.4937828,-112.0126092,4.0,47,restaurants;mexican,Mexican
Filiberto's Mexican Food,3510 W. Southern Ave,Phoenix,AZ,85041,33.392438,-112.13576,2.5,19,breakfast & brunch;imported food;ethnic food;restaurants;food;mexican;specialty food,Mexican
Mariscos Ensenada,2019 N 16th St,Phoenix,AZ,85006,33.4701508,-112.0474202,4.5,59,seafood;fish & chips;restaurants;mexican,Mexican
Jason's Deli,"10605 N Scottsdale Rd, Ste 101",Scottsdale,AZ,85260,33.582848,-111.925581,3.5,111,restaurants;sandwiches;salad;delis,American
Dairy Queen,"4410 W Union Hills Dr, Ste 3",Glendale,AZ,85308,33.6550253,-112.1542739,3.0,9,food;ice cream & frozen yogurt;restaurants,American
Prima Pizza,3611 E Baseline Rd,Gilbert,AZ,85234,33.377711,-111.7534461,3.5,56,restaurants;pizza;italian,Italian
Native Grill & Wings,2885 S Alma School,Chandler,AZ,85286,33.2640196,-111.8580058,2.5,87,sports bars;nightlife;chicken wings;bars;restaurants;american (new);american (traditional),American
Del Taco,1900 W Ray Rd,Chandler,AZ,85224,33.321073,-111.874087,3.0,26,restaurants;mexican,Mexican
McDonald's,5120 W Baseline Rd,Laveen,AZ,85339,33.3785651,-112.1688512,1.5,20,burgers;restaurants;fast food,American
Mrs White's Golden Rule Cafe,808 E Jefferson St,Phoenix,AZ,85034,33.4473766,-112.0632998,3.5,328,soul food;restaurants;southern,American
Red Wok Buffet,3434 E Thomas Rd,Phoenix,AZ,85018,33.4808316,-112.0069885,3.0,107,restaurants;buffets;chinese,Chinese
Senor Sushi,4324 W Indian School Rd,Phoenix,AZ,85031,33.495912,-112.1528036,3.5,159,restaurants;japanese;food;beer;wine & spirits;sushi bars;mexican;ice cream & frozen yogurt,Japanese
Subway,4425 E McKellips Rd,Mesa,AZ,85215,33.4494697,-111.7349063,2.0,11,restaurants;sandwiches;fast food,American
On The Grill,3923 E Thomas Rd,Phoenix,AZ,85018,33.479889,-111.997771,4.0,4,restaurants,American
Pei Wei,"32607 N Scottsdale Rd, Ste 107",Scottsdale,AZ,85262,33.78100521,-111.9240189,2.5,54,chinese;asian fusion;fast food;diners;restaurants;gluten-free,Chinese
Poncho's,7202 S Central Ave,Phoenix,AZ,85042,33.3811211,-112.0736457,3.5,245,bars;nightlife;cocktail bars;restaurants;mexican,Mexican
Bar en Gril,110 S Val Vista Dr,Gilbert,AZ,85296,33.2856799,-111.7556796,4.0,8,american (traditional);restaurants,American
Tumi Fine Peruvian Cuisine,961 W Ray Rd,Chandler,AZ,85225,33.3202262,-111.8584078,4.0,104,restaurants;peruvian,American
Las 15 Salsas,722 W Hatcher Rd,Phoenix,AZ,85021,33.5716831,-112.083561,4.5,48,ethnic food;breakfast & brunch;specialty food;food;restaurants;imported food;mexican,Mexican
Oregano's Pizza Bistro,1960 W Germann Rd,Chandler,AZ,85286,33.277737,-111.8753481,4.0,256,italian;restaurants;pizza,Italian
Mary Coyle Ol' Fashion Ice Cream,5823 N 7th St,Phoenix,AZ,85014,33.5225975,-112.064992,4.0,78,american (traditional);restaurants;ice cream & frozen yogurt;food,American
Old Station Sub Shop,1301 W Jefferson St,Phoenix,AZ,85007,33.4467764,-112.0894828,3.5,46,restaurants;wraps;sandwiches,American
Wingstop,1641 W Bethany Home Rd,Phoenix,AZ,85015,33.522567,-112.095142,3.0,38,restaurants;chicken wings;fast food,American
Five Guys,7014-590 E Camelback Rd,Scottsdale,AZ,85251,33.50406238,-111.9294306,3.5,88,burgers;fast food;restaurants,American
Blanco Tacos And Tequila,"3400 E Sky Harbor Blvd, Terminal 4",Phoenix,AZ,85034,33.43706842,-111.9991216,3.5,356,mexican;restaurants,Mexican
Fired Pie,14740 N Northsight Blvd,Scottsdale,AZ,85260,33.6194863,-111.8983914,4.5,170,salad;pizza;fast food;restaurants,Italian
Rosati's Pizza,"2737 W Thunderbird Rd, Ste 102",Phoenix,AZ,85053,33.609811,-112.119194,2.5,80,pizza;italian;restaurants,Italian
Goodcents Deli Fresh Subs,"4920 W Thunderbird Rd, Ste 102",Glendale,AZ,85306,33.611237,-112.164799,4.0,45,sandwiches;delis;restaurants,American
Papa Murphy's,1981 Pecos Rd,Gilbert,AZ,85295,33.31071421,-111.7719693,3.5,6,restaurants;food;pizza;do-it-yourself food,Italian
The Ivy,"1890 W Germann Rd, Ste 1",Chandler,AZ,85286,33.2762744,-111.8750213,4.0,242,bars;greek;wine bars;pizza;nightlife;mediterranean;restaurants;lounges,Mediterranean
Little Caesars,"3434 W Greenway Rd, Unit 128",Phoenix,AZ,85053,33.6264315,-112.1324671,4.0,8,pizza;restaurants,Italian
Otto's Empire Diner,3502 W Greenway Rd,Phoenix,AZ,85053,33.6259523,-112.1343378,3.0,103,restaurants;diners;burgers;sandwiches,American
ROQ,"Intercontinental Montelucia Resort, 4949 E Lincoln Dr",Paradise Valley,AZ,85253,33.5286773,-111.9726515,4.0,10,american (traditional);american (new);restaurants,American
Philly Steak & Wings,1450 W Southern Ave,Mesa,AZ,85202,33.3931618,-111.8615213,4.0,93,steakhouses;chicken wings;sandwiches;restaurants;fast food,American
McDonald's,47 N McQueen Rd,Gilbert,AZ,85233,33.350846,-111.823666,2.5,18,burgers;fast food;restaurants,American
Salt Tacos y Tequila,"6751 N Sunset Blvd, Ste E109",Glendale,AZ,85305,33.5337789,-112.261797,3.0,193,american (new);restaurants;mexican,American
Pizza Hut,"1919 W Chandler Blvd, Ste 104",Chandler,AZ,85224,33.3055517,-111.8744206,3.0,7,italian;pizza;restaurants;fast food;chicken wings,Italian
The Gelato Maker,"10135 E Via Linda, Ste C-114",Scottsdale,AZ,85258,33.5747251,-111.8619471,4.5,18,food;italian;ice cream & frozen yogurt;restaurants,Italian
Caffe Boa Bistro,"2837 N Power Rd, Ste 102",Mesa,AZ,85215,33.468577,-111.703265,4.0,40,restaurants;italian,Italian
Extreme Pita,3141 S McClintock Drive,Tempe,AZ,85282,33.3947699,-111.9088938,3.0,3,restaurants,American
Cafe Greco,"440 W Warner Rd, Ste 104",Tempe,AZ,85284,33.3350535,-111.9445749,4.5,16,greek;mediterranean;restaurants,Mediterranean
McDonald's,4930 S Alma School Rd,Chandler,AZ,85248,33.2345903,-111.8595518,2.0,13,restaurants;fast food;burgers,American
Wok Wei Asian Cuisine,"15560 W Roosevelt St, Ste B104",Goodyear,AZ,85338,33.45772934,-112.3938217,4.0,147,cantonese;asian fusion;restaurants;chinese;szechuan,Chinese
Red Ribbon Bakeshop,5000 S Arizona Mills Cir,Tempe,AZ,85282,33.383123,-111.964485,3.0,11,filipino;restaurants;food;bakeries,Filipino
Wendys,1600 W Broadway Rd,Tempe,AZ,85282,33.4079428,-111.9650195,3.0,5,fast food;restaurants,American
Duke's Sports Bar and Grill,7607 E McDowell Rd,Scottsdale,AZ,85257,33.4651928,-111.9165925,3.0,262,american (new);restaurants;bars;sports bars;nightlife,American
Jobot Coffee & Diner,333 E Roosevelt St,Phoenix,AZ,85004,33.45854876,-112.0694322,3.5,63,sandwiches;cafes;restaurants;creperies;coffee & tea;american (new);food,American
Song Lynn,2755 N 91st Ave,Phoenix,AZ,85037,33.4780159,-112.254559,4.5,223,restaurants;vietnamese;vegetarian,Vietnamese
Squid Ink,"7318 E Shea Blvd, Ste 101",Scottsdale,AZ,85260,33.5822287,-111.9232574,4.0,123,nightlife;bars;japanese;sushi bars;american (new);restaurants,American
Subway,"1911 W Main St, Ste 1",Mesa,AZ,85201,33.413324,-111.873436,3.0,6,restaurants;sandwiches;fast food,American
Hing Loon Chinese Ex,4935 W Glendale Ave,Glendale,AZ,85301,33.5378837,-112.1660776,3.5,25,restaurants;chinese,Chinese
El Encanto de la Fuente,11044 N Saguaro Blvd,Fountain Hills,AZ,85268,33.5879254,-111.7090624,3.5,129,mexican;restaurants,Mexican
Jack in the Box,9920 W Indian School Rd,Phoenix,AZ,85037,33.49023262,-112.2556433,1.5,14,restaurants;fast food,American
Thailicious,"5865 W Ray Rd, Ste 6",Chandler,AZ,85226,33.3186906,-111.9437771,4.0,191,asian fusion;vegetarian;thai;restaurants,Thai
Arby's,11054 N Frank Lloyd Wright Blvd,Scottsdale,AZ,85259,33.5864159,-111.835554,3.0,12,sandwiches;fast food;restaurants,American
Chico Malo,"50 W Jefferson St, Ste 100",Phoenix,AZ,85004,33.44789103,-112.0738993,4.0,192,restaurants;mexican;tapas/small plates,Mexican
Eli's American Grille,7000 E Shea Blvd,Scottsdale,AZ,85254,33.583122,-111.9293283,3.5,71,bars;nightlife;restaurants;sports bars;american (traditional),American
Freddy's Frozen Custard And Steakburgers,1818 E Elliot Rd,Tempe,AZ,85284,33.3496561,-111.9101279,4.0,57,fast food;restaurants;burgers;food;ice cream & frozen yogurt,American
Cheba Hut,"960 W University Dr, Ste 108",Tempe,AZ,85201,33.422728,-111.951494,3.5,357,sandwiches;american (traditional);vegetarian;salad;restaurants,American
Havana Cafe,4225 E Camelback Rd,Phoenix,AZ,85018,33.509198,-111.988715,3.5,183,cuban;caribbean;restaurants,Cuban
Genghis Grill,"2000 E Rio Salado Pkwy, Ste 1151",Tempe,AZ,85281,33.4324152,-111.9052063,3.5,323,restaurants;chinese;vegan;buffets;mongolian;vegetarian;thai;korean;asian fusion,Chinese
McDonald's,5842 W Olive Ave,Glendale,AZ,85302,33.5680539,-112.1853951,2.0,14,burgers;restaurants;fast food,American
Pho for Days,15703 N 83rd Ave,Peoria,AZ,85382,33.62719668,-112.2368826,4.0,59,food;sandwiches;vietnamese;juice bars & smoothies;restaurants;soup,Vietnamese
Burger King,9154 E Main St,Mesa,AZ,85207,33.4157585,-111.6332546,1.5,9,restaurants;burgers,American
Queen's Bowl Chinese Food,6245 W Chandler Blvd,Chandler,AZ,85226,33.3048389,-111.9490143,3.5,19,chinese;restaurants,Chinese
Pecan Grove Restaurant and Pie Co.,4960 S Alma School Rd,Chandler,AZ,85248,33.2344429,-111.8604326,2.5,54,restaurants;sandwiches;american (new);burgers,American
Cafe Rio Mexican Grill,10120 W Mcdowell Rd,Avondale,AZ,85392,33.46509871,-112.2776855,3.0,121,restaurants;mexican,Mexican
